objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,very far,False,in-transit,point1,very fast,southeast,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, and 4 before returning to its starting position. Alpha is currently at point 1, moving in the southeast direction at a very fast speed. However, there is an obstacle named ""obstacle_e"" located in the northwest direction, but it is very far away. Since the obstacle is not in close proximity and has not been resolved yet, alpha is continuing its survey and avoiding the obstacle while moving towards point 2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,True,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at a very fast speed. However, the obstacle in its path has already been resolved. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting position?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at maximum speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,advanced,point1,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point1', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at maximum speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,advanced,point2,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point2', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at maximum speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading at maximum speed. To return to its starting point, it should first finish its objective of reaching point 4 or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,southeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a northeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,northeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,True,in-transit,point2,very fast,northeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, and 4, and then return to its starting position. It is currently in transit towards point 2 with a southeast heading and at a very fast speed. Since there are no obstacles nearby and all obstacles have been resolved, the vehicle could potentially change its behavior and start returning to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,max speed,east,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'max speed', 'heading': 'east', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which requires it to go to points 0, 1, 2, 3, and 4 before returning to its starting position. Currently, it is at point 2, moving in the southeast direction at its maximum speed. It is not yet time for alpha to return to its starting point according to the objective.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point2,max speed,northeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'max speed', 'heading': 'northeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4 in a specific order before returning to its starting position. The vehicle is currently heading northeast at maximum speed towards point 2, which is in the southeast direction. To return to its starting point, it should first complete its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
