representation,user_query,explanation,state_permutation
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point0', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_const_depth'}",What if Henry starts receiving GPS updates?,"If Henry starts receiving GPS updates, then the vessel would surface periodically to provide new GPS coordinates to command and control.",'gps_update_received': True'
"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",What if the vehicle reaches point 3 and the obstacle_proximity changes to 'close'?,"If the vehicle reaches point 3 and the obstacle_proximity changes to 'close', then the vehicle would continue surveying the area while avoiding the obstacle. ","next_point = 'point3', obstacle_proximity = 'close'"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity was nearby?,"If the obstacle proximity was nearby, Gilda would still loiter towards point 7, but it would also actively avoid the obstacle named obstacle_0. It would modify its trajectory and speed to maintain a safe distance from the obstacle. ",'obstacle_proximity': 'nearby'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'True', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'idle', 'heading': 'northwest', 'loiter_point_direction': 'none', 'new_loiter_area': 'True', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'station-keep'}",What if the operator wants to end the mission?,"Gilda would stop station-keeping and start returning to its starting point. Since all obstacles and contacts are far away, no avoidance is necessary.","'station_keep': 'False', return = 'True'"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2'}",What if the obstacle was nearby?,"If the obstacle is nearby, Gilda will adjust its trajectory to avoid the obstacle while loitering around multiple waypoints.",'obstacle_proximity': 'nearby'
"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",What if the vehicle is returning to its starting point?,"If the vehicle is returning to its starting point, then it would stop surveying the area and start heading back to the starting position.",return = 'True'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to nearby?,"If the obstacle proximity changed to nearby, Gilda would continue loitering towards point 3 while actively avoiding the obstacle named ""obstacle_0"". The vehicle will modify its trajectory and speed to maintain a safe distance from the obstacle and prevent any collision.",'obstacle_proximity': 'nearby'
"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point0', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",What if the vehicle encounters an obstacle_b in nearby proximity and it is not resolved?,"If the vehicle encounters an obstacle_b in nearby proximity and it is not resolved, then the vehicle would continue with its current behavior of surveying the area while avoiding the obstacle.","obstacle_name = 'obstacle_b', obstacle_proximity = 'nearby', obstacle_resolved = 'False'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point5', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to none and the next loiter point is point 7?,"If the next waypoint is none and the next loiter point is point 7, Henry would have to move towards point 7 to loiter while waiting for the next designated survey area. However, because periodic ascend is also active while loitering, the vessel will have to go to the surface for a GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point7'"
"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'none', 'next_point': 'none', 'speed': 'idle', 'heading': 'south', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",What if Alpha is deployed and the vehicle's speed is set to 'moving'?,"If Alpha is deployed and the vehicle's speed is set to 'moving', it indicates that the vehicle is actively surveying an area and moving towards its waypoints.","deploy = 'True', 'speed': 'moving'"
"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",What if obstacle a is resolved?,"If obstacle a is resolved, the vehicle will no longer need to avoid it and can continue its survey without deviating from its trajectory.",'obstacle_resolved': 'True'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'True', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'low', 'heading': 'northwest', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'station-keep'}",What if the operator wants to end the mission?,"Gilda would start moving towards its starting point. Since all obstacles and contacts are far away and no avoidance is necessary, it would continue returning to its starting point.","'station_keep': 'False', 'return': 'True'"
"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",What if the obstacle suddenly becomes resolved?,"If the obstacle becomes resolved while the vehicle is returning to its starting point, the vehicle would continue with its return behavior without avoiding the obstacle since there is no longer a risk of collision.",'obstacle_resolved': 'True'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very close?,"In this scenario, Gilda would still be in the ""loitering while avoiding an obstacle"" mode since the presence of the obstacle would take precedence over the proximity of the obstacle. Therefore, Gilda would continue to loiter around its current location while avoiding the nearby obstacle.",'obstacle_proximity': 'very_close'
